time,u,y_measure,y_estimate,y_true,noise
0,0,-0.879232947164925,0,0,-0.879232947164925
0.1,9.99999993333334e-05,-1.03699361621774,0,0,-1.03699361621774
0.2,0.000399999957333335,0.921471003985964,0,5.6131189734769e-05,0.921414872796229
0.3,0.000899999514000079,0.346652964482456,0,-0.000192807893318261,0.346845772375775
0.4,0.00159999726933473,-0.831172441728407,0,-0.00129430083021514,-0.829878140898191
0.5,0.00249998958334635,-2.51130489198288,0,9.20634075589316e-05,-2.51139695539044
0.6,0.00359996889608062,0.142442460303532,0,0.00388247900202364,0.138559981301508
0.7,0.00489992156770997,-0.864185277277196,0,0.0120889595723864,-0.876274236849582
0.8,0.00639982523876498,1.34851376111858,0,0.0161870478475905,1.33232671327099
0.9,0.00809964571064902,-3.59028866858969,0,0.0173835266923714,-3.60767219528207
1,0.00999933334666654,0.283399010526285,0,0.0192189275118765,0.264180083014408
1.1,0.0120988189939161,0.961858173012854,0,0.0312232119469236,0.930634961065931
1.2,0.0143980094265549,2.3543773523223,0,0.0628904909832809,2.29148686133902
1.3,0.0168967823111397,-0.297543317920245,0,0.0757644118144852,-0.37330772973473
1.4,0.0195949806949921,-0.502317713476928,0,0.0733798893134291,-0.575697602790357
1.5,0.0224924070188301,-0.684325854192845,0,0.0688306424576652,-0.75315649665051
1.6,0.0255888166552573,-1.40192175722093,0,0.114439551128692,-1.51636130834962
1.7,0.0288839109751114,-0.155820563346793,0,0.139537895273671,-0.295358458620465
1.8,0.032377329944147,-0.0554238390497109,0,0.16228160495136,-0.217705444001071
1.9,0.0360686442530738,-0.700714169650705,0,0.183246383870283,-0.883960553520988
2,0.0399573469845863,0.666440149893559,0,0.223931759201866,0.442508390691693
2.1,0.0440428448217225,0.719876795487592,0,0.251464232418374,0.468412563069218
2.2,0.048324448802664,0.112370121764454,0,0.266242508583655,-0.153872386819201
2.3,0.0528013646279629,-0.176824078797305,0,0.315263050683883,-0.492087129481189
2.4,0.0574726825271342,1.08172494842029,0,0.345008541435644,0.736716406984648
2.5,0.0623373666926138,1.30457995166848,0,0.45362182816211,0.850958123506373
2.6,0.0673942442902309,2.46001155321205,0,0.547946874528399,1.91206467868365
2.7,0.0726419940566057,2.41664717314264,0,0.680945768600556,1.73570140454209
2.8,0.0780791344952484,1.72232802520976,0,0.730641557617554,0.991686467592203
2.9,0.0837040116846078,0.935240284224439,0,0.785909692703645,0.149330591520794
3,0.0895147867129121,-2.34734572489454,0,0.902479203874386,-3.24982492876893
3.1,0.0955094227563437,0.710644829790809,0,0.923714837922607,-0.213070008131798
3.2,0.101685671818918,3.00890872021971,0,1.09450840655638,1.91440031366333
3.3,0.10804106115438,-2.79167675835886,0,1.24446360612892,-4.03614036448778
3.4,0.114572879392491,-0.691089564441147,0,1.33305917946678,-2.02414874390793
3.5,0.121278162394286,-1.32521630214937,0,1.39257415011478,-2.71779045226415
3.6,0.12815367886317,2.3546162865242,0,1.33931252451072,1.01530376201348
3.7,0.135195915741183,1.16161773856546,0,1.30704210551871,-0.145424366953251
3.8,0.142401063422309,-1.38978175730389,0,1.35112161895218,-2.74090337625608
3.9,0.149765000817396,1.73403188696471,0,1.59467963585088,0.13935225111383
4,0.157283280308059,3.01115319030573,0,1.82581058962431,1.18534260068142
4.1,0.164951112629849,4.01060068774116,0,2.0467563511653,1.96384433657586
4.2,0.172763351728023,4.58020485727008,0,2.10764906389021,2.47255579337987
4.3,0.180714479632388,2.82647423610823,0,2.27467595557227,0.551798280535953
4.4,0.18879859140094,5.52537241339385,0,2.61979968952406,2.90557272386979
4.5,0.19700938018539,2.91699421216004,0,2.81271779698179,0.104276415178252
4.6,0.205340122475075,1.33863484864141,0,2.87844722088096,-1.53981237223955
4.7,0.213783663579315,2.86813662323185,0,2.72138988947068,0.146746733761163
4.8,0.222332403411845,4.05999817643979,0,3.00498015490493,1.05501802153486
4.9,0.230978282644636,3.49953154467486,0,3.17315712103111,0.326374423643752
5,0.239712769302102,2.70340059760904,0,3.30487638795733,-0.60147579034829
5.1,0.248526845870456,3.3849058899099,0,3.10266083816658,0.28224505174332
5.2,0.257410997000752,3.29588069889956,0,3.31902670222039,-0.0231460033208323
5.3,0.266355197887884,2.57153346432038,0,3.58473958595886,-1.01320612163848
5.4,0.275348903411621,6.44077172390486,0,4.10645935563404,2.33431236827082
5.5,0.28438103812945,5.84045375721512,0,4.6610962396849,1.17935751753022
5.6,0.293439987214678,7.27912600506976,0,4.94654314896454,2.33258285610521
5.7,0.302513588436832,5.85861749290112,0,5.16897236336889,0.689645129532233
5.8,0.311589125284903,3.53945388635259,0,5.61312690515509,-2.07367301880251
5.9,0.320653321337318,9.23881579773928,0,5.8658389451056,3.37297685263368
6,0.329692335985737,4.81192393534311,0,6.32436930069201,-1.5124453653489
6.1,0.338691761622785,8.83169167882303,0,6.84212639320194,1.98956528562109
6.2,0.347636622406635,6.80825746866412,0,6.91747408962947,-0.109216620965351
6.3,0.356511374717868,7.83819587890376,0,7.27094897811087,0.567246900792891
6.4,0.365299909426315,8.54928680039823,0,7.71904479878112,0.830242001617112
6.5,0.3739855560875,6.32227983347255,0,7.91433768520859,-1.59205785173604
6.6,0.382551089189857,4.73792976753102,0,7.67938525755201,-2.94145549002098
6.7,0.390978736575041,6.49488714787889,0,8.26855990067123,-1.77367275279234
6.8,0.399250190154363,4.41541299676083,0,7.98014861323848,-3.56473561647765
6.9,0.407346619044587,9.74045400845005,0,8.77805673356576,0.962397274884297
7,0.415248685245985,8.56947611414327,0,9.36234010666453,-0.792863992521265
7.1,0.422936561984646,10.7865160688358,0,10.4783498171677,0.308166251668097
7.2,0.430389954839477,8.46610441505752,0,11.2168899118272,-2.75078549676972
7.3,0.437588125772128,9.15819906179846,0,11.5954056740941,-2.43720661229563
7.4,0.444509920175095,12.7972193839037,0,11.6774875372339,1.11973184666974
7.5,0.451133797049548,10.3074842450501,0,12.4149821689883,-2.10749792393819
7.6,0.45743786241985,12.4271348473381,0,12.2700986878449,0.157036159493222
7.7,0.463399906086335,10.704860257396,0,12.7351368456799,-2.03027658828395
7.8,0.468997441811509,14.2604561110313,0,13.1078283563143,1.15262775471705
7.9,0.47420775102755,13.6657549935388,0,13.2249011313848,0.44085386215408
8,0.479007930144612,17.6085297948036,0,14.1720735130592,3.4364562817444
8.1,0.483374941530034,17.7655966669607,0,14.7934658381781,2.97213082878258
8.2,0.487285668218022,16.7852551605294,0,15.279371245527,1.50588391500243
8.3,0.490716972397734,15.6995095359462,0,15.3990368193901,0.300472716556152
8.4,0.493645757714809,19.2880338359381,0,16.6614468460427,2.62658698989537
8.5,0.496049035407343,17.0800380731365,0,16.8906202862291,0.189417786907349
8.6,0.497903994281976,17.3962887039265,0,17.4531217765383,-0.0568330726118289
8.7,0.499188074519171,18.1184580421776,0,17.3950511022334,0.72340693994419
8.8,0.499879045278879,18.4909830182799,0,17.5900807541699,0.900902264109928
8.9,0.49995508605859,15.9628808169603,0,17.6017688258875,-1.63888800892723
9,0.499394871735262,16.7699209017902,0,17.7784457392926,-1.00852483750241
9.1,0.498177661200813,19.7134468320855,0,17.738521011444,1.97492582064146
9.2,0.496283389477706,20.5164749131876,0,18.7033126833337,1.81316222985385
9.3,0.493692763176779,20.7520650994148,0,19.6241516243716,1.12791347504324
9.4,0.49038735913376,18.695620028645,0,19.9859283205101,-1.29030829186506
9.5,0.486349726034038,19.7474254309616,0,21.2225298570231,-1.47510442606155
9.6,0.481563488807144,18.7757581841373,0,20.9590233663005,-2.18326518216314
9.7,0.476013455543225,22.9003393107267,0,21.4583982424649,1.44194106826177
9.8,0.469685726653533,20.575429875159,0,22.0293008317719,-1.45387095661288
9.9,0.462567805965743,23.9862346374581,0,22.7657846053949,1.22045003206325
10,0.454648713412841,24.2710727695994,0,23.2806765353953,0.990396234204038
10.1,0.445919098941491,23.6851075292151,0,23.3746361417509,0.31047138746417
10.2,0.436371357232354,24.2535786215761,0,23.8598860435551,0.393692578020944
10.3,0.425999742790891,28.2733116274292,0,25.0296502059829,3.24366142144625
10.4,0.414800484932925,25.0412929506704,0,25.2073534972736,-0.166060546603246
10.5,0.402771902154872,23.6253262225022,0,25.5031451433658,-1.87781892086361
10.6,0.389914515344164,23.5376854694805,0,25.4182690771677,-1.88058360768723
10.7,0.376231159251332,28.1654356212983,0,25.7253931732074,2.44004244809089
10.8,0.36172709161159,26.9542745573648,0,26.3216378056798,0.632636751684984
10.9,0.3464100992709,26.8263230083456,0,27.2491992810491,-0.422876272703475
11,0.3302906006396,27.8743324888566,0,27.195571147037,0.678761341819605
11.1,0.313381743766073,25.1503574737805,0,27.7096081502751,-2.55925067649459
11.2,0.295699499293868,26.2685130014941,0,28.1440487512068,-1.87553574971269
11.3,0.27726274753852,25.8500841889077,0,28.4622710395378,-2.61218685063012
11.4,0.258093358895304,30.3871890546086,0,28.8062173684798,1.58097168612885
11.5,0.238216266766764,29.8534553905189,0,29.1255355517031,0.72791983881582
11.6,0.217659532179248,28.5689377607784,0,29.4874448110174,-0.91850705023891
