time,y_measure,y_estimate,y_true,noise
0,5.58741360079841,0,5,0.587413600798408
0.1,5.01317634241569,0,5,0.0131763424156931
0.2,5.67699125811821,0,5,0.67699125811821
0.3,5.1902914233553,0,5,0.190291423355305
0.4,5.14741208736708,0,5,0.147412087367078
0.5,5.87680028969322,0,5,0.876800289693224
0.6,5.61427404194428,0,5,0.614274041944283
0.7,5.36290408612916,0,5,0.362904086129163
0.8,5.16090383294211,0,5,0.160903832942112
0.9,4.78464719961317,0,5,-0.21535280038683
1,4.95391380467762,0,5,-0.0460861953223833
1.1,5.7288000221212,0,5,0.728800022121198
1.2,4.1913973367759,0,5,-0.808602663224104
1.3,4.74520901571071,0,5,-0.254790984289292
1.4,4.92447871033596,0,5,-0.0755212896640432
1.5,5.05931001677787,0,5,0.0593100167778702
1.6,4.28644798241435,0,5,-0.713552017585652
1.7,5.21162701918079,0,5,0.211627019180791
1.8,5.29189274458957,0,5,0.291892744589572
1.9,4.62394603064035,0,5,-0.376053969359647
2,4.89628522016163,0,5,-0.103714779838369
2.1,4.51458206657117,0,5,-0.485417933428826
2.2,5.64981986673312,0,5,0.649819866733123
2.3,5.14940496331597,0,5,0.149404963315968
2.4,4.89964328212296,0,5,-0.100356717877036
2.5,4.62981763939639,0,5,-0.370182360603613
2.6,5.03946413180916,0,5,0.039464131809162
2.7,5.6737119360208,0,5,0.673711936020796
2.8,5.11010375989846,0,5,0.110103759898457
2.9,5.14131575175881,0,5,0.141315751758808
3,4.51984977474269,0,5,-0.48015022525731
3.1,5.06645147035675,0,5,0.0664514703567498
3.2,5.31046470556801,0,5,0.310464705568012
3.3,4.4474258387801,0,5,-0.552574161219901
3.4,5.45131160811384,0,5,0.45131160811384
3.5,5.98617583401324,0,5,0.986175834013239
3.6,4.3768331126337,0,5,-0.623166887366297
3.7,4.17334087191262,0,5,-0.826659128087384
3.8,4.97096053380859,0,5,-0.0290394661914063
3.9,5.30364457608246,0,5,0.303644576082463
4,4.96733434062409,0,5,-0.0326656593759071
4.1,4.93661068374252,0,5,-0.0633893162574768
4.2,5.00259921460051,0,5,0.00259921460051369
4.3,4.57415687934605,0,5,-0.425843120653955
4.4,4.34243397062013,0,5,-0.657566029379868
4.5,5.63261993120125,0,5,0.632619931201248
4.6,5.11704565614192,0,5,0.117045656141924
4.7,4.52495656867105,0,5,-0.475043431328945
4.8,5.43037469462624,0,5,0.430374694626242
4.9,4.48105135949292,0,5,-0.518948640507078
5,4.95129190806769,0,5,-0.0487080919323067
5.1,5.29630861555145,0,5,0.296308615551453
5.2,4.66371294975106,0,5,-0.336287050248944
5.3,4.86021167850954,0,5,-0.139788321490463
5.4,5.01185278268912,0,5,0.0118527826891223
5.5,5.78094938418534,0,5,0.780949384185338
5.6,5.18360941277633,0,5,0.183609412776335
5.7,4.84027522781269,0,5,-0.159724772187313
5.8,4.90984614266132,0,5,-0.090153857338677
5.9,4.88788682285071,0,5,-0.112113177149293
6,5.52268982503126,0,5,0.522689825031256
6.1,4.88624994605311,0,5,-0.113750053946893
6.2,4.68331580406537,0,5,-0.316684195934629
6.3,5.09624755529876,0,5,0.0962475552987647
6.4,4.96214160646603,0,5,-0.0378583935339711
6.5,5.3172938711231,0,5,0.317293871123101
6.6,5.38377581138525,0,5,0.383775811385248
6.7,5.43484112740458,0,5,0.434841127404581
6.8,5.25886748585811,0,5,0.258867485858111
6.9,5.25302006805966,0,5,0.253020068059663
7,5.76131052906475,0,5,0.761310529064747
7.1,4.53598978510765,0,5,-0.464010214892351
7.2,4.86107629483163,0,5,-0.138923705168371
7.3,4.32197413703381,0,5,-0.678025862966187
7.4,5.3677544236145,0,5,0.367754423614504
7.5,5.00861248674211,0,5,0.0086124867421073
7.6,4.88026386650291,0,5,-0.119736133497093
7.7,4.31159366262969,0,5,-0.68840633737031
7.8,5.0733727484488,0,5,0.0733727484488012
7.9,4.89610708131631,0,5,-0.103892918683691
8,4.45808442140845,0,5,-0.541915578591553
8.1,4.537023199796,0,5,-0.462976800203996
8.2,4.69520545608607,0,5,-0.304794543913933
8.3,4.89988016513024,0,5,-0.100119834869762
8.4,4.34049476585565,0,5,-0.659505234144351
8.5,4.9272037530922,0,5,-0.0727962469078043
8.6,5.24627489188807,0,5,0.246274891888072
8.7,4.84933029165304,0,5,-0.150669708346957
8.8,4.72078589216559,0,5,-0.279214107834407
8.9,5.12164897201208,0,5,0.121648972012079
9,5.44043196763277,0,5,0.440431967632769
9.1,4.82135681158487,0,5,-0.178643188415132
9.2,4.81331510049274,0,5,-0.186684899507263
9.3,4.42567174083532,0,5,-0.574328259164675
9.4,4.60891355657952,0,5,-0.391086443420485
9.5,5.24235783980595,0,5,0.242357839805953
9.6,4.95453819010167,0,5,-0.0454618098983289
9.7,5.30582462039591,0,5,0.305824620395914
9.8,5.267958982174,0,5,0.267958982173999
9.9,5.15031347551019,0,5,0.150313475510188
10,5.30666112566926,0,5,0.306661125669259
10.1,5.60938873784297,0,5,0.609388737842974
10.2,5.23072967752141,0,5,0.230729677521412
10.3,5.17038920644831,0,5,0.170389206448306
10.4,4.98282761178094,0,5,-0.0171723882190553
10.5,4.50309479550351,0,5,-0.496905204496485
10.6,4.79801933140995,0,5,-0.201980668590054
10.7,5.13034052432608,0,5,0.130340524326084
10.8,4.55543065093483,0,5,-0.44456934906517
10.9,5.18727372964366,0,5,0.187273729643665
11,5.12904515047653,0,5,0.129045150476527
11.1,5.04000857504849,0,5,0.0400085750484941
11.2,5.12057383232839,0,5,0.120573832328388
11.3,5.00952945503282,0,5,0.0095294550328184
11.4,4.99117810632146,0,5,-0.0088218936785369
11.5,4.99649682849918,0,5,-0.00350317150082198
11.6,5.37178205245996,0,5,0.371782052459963
11.7,4.96382707518602,0,5,-0.0361729248139793
11.8,3.94354168500338,0,5,-1.05645831499662
11.9,4.80554000308016,0,5,-0.194459996919838
12,5.07838784882941,0,5,0.0783878488294135
12.1,5.38388888289992,0,5,0.383888882899921
12.2,5.55212975189219,0,5,0.552129751892191
12.3,4.62341454481751,0,5,-0.37658545518249
12.4,5.30434724175879,0,5,0.30434724175879
12.5,5.09516817916495,0,5,0.0951681791649514
12.6,4.91665061622358,0,5,-0.0833493837764174
12.7,5.00989567969638,0,5,0.00989567969637767
12.8,4.98876355855764,0,5,-0.011236441442364
12.9,5.05614365128804,0,5,0.0561436512880367
13,5.0950344730695,0,5,0.0950344730695045
13.1,4.73138050977807,0,5,-0.268619490221927
13.2,4.58199999264493,0,5,-0.41800000735507
13.3,5.38630665674658,0,5,0.386306656746584
13.4,4.91209739176332,0,5,-0.0879026082366789
13.5,5.56581434307824,0,5,0.565814343078237
