time,y_measure,y_estimate,y_true,noise
0,1.81034610638391,0,2,-0.189653893616089
0.1,2.37505279720682,0,1.9801,0.394952797206817
0.2,1.13118942706429,0,1.9604,-0.829210572935712
0.3,2.43851044799336,0,1.9409,0.497610447993365
0.4,1.79550416762007,0,1.9216,-0.126095832379926
0.5,2.46221759957373,0,1.9025,0.559717599573732
0.6,1.53164744182635,0,1.8836,-0.35195255817365
0.7,1.49591101785917,0,1.8649,-0.368988982140829
0.8,2.77216115941253,0,1.8464,0.925761159412532
0.9,2.0633052816375,0,1.8281,0.235205281637496
1,1.68609294609294,0,1.81,-0.12390705390706
1.1,1.37891434106005,0,1.7921,-0.413185658939949
1.2,2.2157402935561,0,1.7744,0.4413402935561
1.3,1.89374357230861,0,1.7569,0.136843572308613
1.4,0.834002711008272,0,1.7396,-0.905597288991728
1.5,1.36118567332607,0,1.7225,-0.36131432667393
1.6,2.8936115800898,0,1.7056,1.1880115800898
1.7,1.68419348162052,0,1.6889,-0.00470651837947688
1.8,0.872584372478762,0,1.6724,-0.799815627521238
1.9,1.30089387546016,0,1.6561,-0.355206124539838
2,1.47203904101438,0,1.64,-0.167960958985621
2.1,1.90193134251337,0,1.6241,0.277831342513375
2.2,1.54329892198562,0,1.6084,-0.0651010780143763
2.3,1.6335306566651,0,1.5929,0.040630656665105
2.4,1.57045661542363,0,1.5776,-0.00714338457637404
2.5,1.17836916326135,0,1.5625,-0.384130836738655
2.6,2.01672225810218,0,1.5476,0.469122258102176
2.7,1.38679092668501,0,1.5329,-0.14610907331499
2.8,1.33303574218287,0,1.5184,-0.185364257817132
2.9,1.58209582879096,0,1.5041,0.0779958287909599
3,1.46322139893926,0,1.49,-0.0267786010607418
3.1,1.26748794533269,0,1.4761,-0.208612054667307
3.2,1.51323990441692,0,1.4624,0.0508399044169197
3.3,2.2941073895741,0,1.4489,0.845207389574099
3.4,1.65211243845368,0,1.4356,0.216512438453685
3.5,1.16046589063409,0,1.4225,-0.262034109365912
3.6,1.06178850914314,0,1.4096,-0.347811490856862
3.7,1.30134084332944,0,1.3969,-0.0955591566705551
3.8,0.754005071758747,0,1.3844,-0.630394928241253
3.9,2.10240049121022,0,1.3721,0.730300491210219
4,1.44170699152617,0,1.36,0.0817069915261718
4.1,0.882741683033867,0,1.3481,-0.465358316966133
4.2,1.38464392745801,0,1.3364,0.0482439274580097
4.3,0.747492650338437,0,1.3249,-0.577407349661562
4.4,1.54653841841866,0,1.3136,0.232938418418661
4.5,1.22991381326998,0,1.3025,-0.0725861867300175
4.6,1.30840391265434,0,1.2916,0.0168039126543418
4.7,1.42563677842087,0,1.2809,0.144736778420874
4.8,1.61188584892193,0,1.2704,0.341485848921932
4.9,0.936191192731235,0,1.2601,-0.323908807268765
5,0.663179732532598,0,1.25,-0.586820267467402
5.1,1.19854150503931,0,1.2401,-0.0415584949606879
5.2,0.90123464324186,0,1.2304,-0.32916535675814
5.3,1.3908925662277,0,1.2209,0.169992566227705
5.4,0.469726251029212,0,1.2116,-0.741873748970788
5.5,1.54593003551696,0,1.2025,0.343430035516958
5.6,1.31615746025924,0,1.1936,0.122557460259244
5.7,0.740275298978985,0,1.1849,-0.444624701021015
5.8,1.04950371124323,0,1.1764,-0.126896288756771
5.9,1.50324506153907,0,1.1681,0.335145061539074
6,2.13058612422847,0,1.16,0.970586124228467
6.1,1.01166422327993,0,1.1521,-0.140435776720067
6.2,1.69718473557926,0,1.1444,0.552784735579259
6.3,0.792637815119878,0,1.1369,-0.344262184880122
6.4,1.2123561894784,0,1.1296,0.0827561894783968
6.5,1.03950110483775,0,1.1225,-0.0829988951622533
6.6,1.25170281407161,0,1.1156,0.136102814071613
6.7,0.909655141949795,0,1.1089,-0.199244858050205
6.8,0.533842133615113,0,1.1024,-0.568557866384887
6.9,0.98779033857086,0,1.0961,-0.10830966142914
7,1.26586524392414,0,1.09,0.175865243924141
7.1,0.881642491168009,0,1.0841,-0.202457508831991
7.2,1.0046607069986,0,1.0784,-0.073739293001401
7.3,1.23369960398601,0,1.0729,0.160799603986013
7.4,1.2832912965099,0,1.0676,0.215691296509899
7.5,0.769062712861616,0,1.0625,-0.293437287138384
